Type,Post Date,Description,Amount,Check or Slip #
DEBIT,04/06/2015,"STEPHANIE OLSEN  IAT PAYPAL J222224HA7NZY   WEB ID: 770510487C",-660.00,
DEBIT,04/06/2015,"GOTOCITRIX.COM 855-837-1750 CA               04/05",-79.20,
DEBIT,04/06/2015,"GOOGLE*SVCS      APPS_EPICP 8400344         CCD ID: 0000854521",-35.00,
DEBIT,04/06/2015,"TOOFR.COM 213-373-1994 CA                    04/05",-20.00,
DEBIT,04/06/2015,"UBER 866-576-1039 CA                         04/03",-14.59,
DEBIT,04/06/2015,"CUE SOCIAL LLC 330-552-8283 OH               04/05",-9.00,
CREDIT,04/03/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",6.80,
DEBIT,04/03/2015,"GOOGLE *SVCSAPPS_AUS CC@GOOGLE.COM CA        04/02",-5.80,
DEBIT,04/03/2015,"Beyond Hosting, LLC 513-299-7108 OH          04/01",-64.99,
DEBIT,04/03/2015,"PAYPAL           INST XFER  UNLAWFULA       WEB ID: PAYPALSI77",-80.00,
DEBIT,04/03/2015,"TENDINC.COM 800-276-5335 IL                  04/02",-50.00,
DEBIT,04/02/2015,"VENTRA ACCOUNT CHICAGO IL                    04/01",-4.50,
DEBIT,04/02/2015,"EXPAND2WEB 4083354089 CA                     04/01",-29.95,
DEBIT,04/02/2015,"Online Transfer to CHK ...0806 transaction#: 4543986603 04/02",-300.00,
DEBIT,04/02/2015,"PAYPAL           INST XFER  IPCREDIT        WEB ID: PAYPALSI77",-997.00,
DEBIT,04/02/2015,"BKCD PROCESSING  BKCD M DSC 271503371566    CCD ID: 9000477845",-93.76,
DEBIT,04/02/2015,"MDDHOSTING.COM 866-758-4678 IN               04/01",-25.00,
DEBIT,04/02/2015,"AUTHNET GATEWAY  BILLING    37652824        CCD ID: 1870568569",-10.00,
DEBIT,04/02/2015,"INSIGHTLY CRM 800-853-1438 CA                04/01",-9.00,
CREDIT,04/01/2015,"ATM CHECK DEPOSIT 04/01 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,04/01/2015,"ODESK*ELANCE*BAL-29MAR 650-8534100 CA        03/30",-149.25,
DEBIT,04/01/2015,"VENTRA ACCOUNT CHICAGO IL                    03/31",-2.25,
DEBIT,04/01/2015,"INFUSIONSOFT 866-8000004 AZ                  03/30",-299.00,
DEBIT,04/01/2015,"PAYPAL           INST XFER  TODDBARSNES     WEB ID: PAYPALSI77",-37.50,
DEBIT,03/31/2015,"SURVIVALLIFE.COM 512-366-3332 TX             03/30",-19.95,
DEBIT,03/31/2015,"VENTRA ACCOUNT CHICAGO IL                    03/30",-2.25,
DEBIT,03/31/2015,"CREATIVEMARKET.COM 4153563291 CA             03/30",-4.00,
DEBIT,03/31/2015,"MAXIMS RESTAURANT CHICAGO IL                 03/30",-17.90,
DEBIT,03/31/2015,"INSTAPAGE 415-409-8196 CA                    03/30",-79.00,
DEBIT,03/31/2015,"PAYPAL           INST XFER  TODDBARSNES     WEB ID: PAYPALSI77",-37.50,
DEBIT,03/30/2015,"VENTRA ACCOUNT CHICAGO IL                    03/27",-2.25,
DEBIT,03/30/2015,"SIMPLY THALIA CHICAGO IL                     03/27",-24.98,
DEBIT,03/30/2015,"ROOTS HANDMADE PIZZA CHICAGO IL              03/27",-68.56,
DEBIT,03/30/2015,"VENTRA ACCOUNT CHICAGO IL                    03/28",-2.25,
DEBIT,03/30/2015,"Chase QuickPay Electronic Transfer 4508681028 to Eric",-680.00,
DEBIT,03/30/2015,"Chase QuickPay Electronic Transfer 4535302342 to Eric",-956.25,
DEBIT,03/30/2015,"CHIRP RADIO 888-9555455 IL                   03/27",-20.00,
DEBIT,03/30/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        03/29",-9.70,
DEBIT,03/30/2015,"PAYPAL           INST XFER  SWANBERGJAM     WEB ID: PAYPALSI77",-1.00,
DEBIT,03/27/2015,"DOTCOMSECRETS.COM WWW.DOTCOMSEC ID           03/26",-7.95,
DEBIT,03/27/2015,"Chase QuickPay Electronic Transfer 4502995235 to Josh",-780.00,
DEBIT,03/26/2015,"VENTRA ACCOUNT CHICAGO IL                    03/25",-2.25,
DEBIT,03/26/2015,"Online Transfer to  CHK ...0806 transaction#: 4500574025 03/26",-1500.00,
DEBIT,03/26/2015,"ADOBE SYSTEMS, INC. 800-833-6687 CA          03/25",-21.24,
DEBIT,03/26/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        03/26",-19.79,
DEBIT,03/25/2015,"HOOTSUITE MEDIA INC. 778-588-9767 CA         03/24",-9.99,
DEBIT,03/25/2015,"ODESK*ELANCE*BAL-22MAR 650-8534100 CA        03/23",-354.42,
DEBIT,03/25/2015,"SIMPLY THALIA CHICAGO IL                     03/24",-22.67,
DEBIT,03/25/2015,"VENTRA ACCOUNT CHICAGO IL                    03/24",-2.25,
DEBIT,03/25/2015,"PAYPAL           INST XFER  BLUMJASON       WEB ID: PAYPALSI77",-25.00,
DEBIT,03/25/2015,"DTELEPATHY FILAMENTPR 619-225-6220 CA        03/24",-9.00,
DEBIT,03/24/2015,"HOOTSUITE MEDIA INC. 778-588-9767 CA         03/23",-9.99,
DEBIT,03/24/2015,"VENTRA ACCOUNT CHICAGO IL                    03/23",-4.50,
DEBIT,03/24/2015,"VERIZON WIRELESS PAYMENTS                   PPD ID: 7223344794",-201.30,
CREDIT,03/23/2015,"ATM CHECK DEPOSIT 03/23 2 N LA SALLE ST CHICAGO IL",2000.00,
DEBIT,03/23/2015,"LICHAS CANTINA AUSTIN TX                     03/20",-320.99,
DEBIT,03/23/2015,"WP ENGINE INC 877-9736446 TX                 03/20",-99.00,
DEBIT,03/23/2015,"ENOTECA VESPAIO AUSTIN TX                    03/21",-108.75,
DEBIT,03/23/2015,"SERRANOS SYMPHONY SQUA AUSTIN TX             03/20",-76.65,
DEBIT,03/23/2015,"JUSTINE'S AUSTIN TX                          03/20",-331.71,
DEBIT,03/23/2015,"LICHAS CANTINA AUSTIN TX                     03/21",-167.49,
DEBIT,03/23/2015,"COGI, INC. 805-6244374 CA                    03/21",-4.95,
DEBIT,03/23/2015,"TORCHYS TACOS - 8 - SO AUSTIN TX             03/22",-48.57,
DEBIT,03/23/2015,"DNC TRAVEL - AUSTI AUSTIN TX                 03/21",-11.77,
DEBIT,03/23/2015,"MAJESTICSEO.COM BIRMINGHAM                   03/22",-49.99,
DEBIT,03/23/2015,"WPCHRG.COM 8772733049 CA                     03/22",-5.00,
DEBIT,03/23/2015,"ATM WITHDRAWAL                       006703  03/232 N LA SA",-80.00,
DEBIT,03/23/2015,"WUFOO.COM/CHARGE 813-4213676 CA              03/22",-14.95,
DEBIT,03/20/2015,"WHOLEFDS LMR 101 525 N Austin TX             03/20 Purchase $13.26 Cash Back $100.00",-113.26,
DEBIT,03/20/2015,"ZAPIER.COM 877-381-8743 CA                   03/19",-15.00,
DEBIT,03/20/2015,"Spotify USA 877-778-1161 NY                  03/20",-9.99,
CREDIT,03/19/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",1910.40,
DEBIT,03/19/2015,"KAJABI LLC 855-4525224 CA                    03/17",-9.97,
DEBIT,03/19/2015,"ODESK*ELANCE*BAL-17MAR 650-8534100 CA        03/17",-750.00,
DEBIT,03/19/2015,"GOOGLE *ADWS25445007 CC@GOOGLE.COM CA        03/18",-0.78,
DEBIT,03/19/2015,"PAYPAL           INST XFER  CITATIONLAB     WEB ID: PAYPALSI77",-47.00,
CREDIT,03/18/2015,"BKCD PROCESSING  BKCD DEPST 271503371566    CCD ID: 9000477845",6686.40,
DEBIT,03/18/2015,"ODESK*ELANCE*BAL-15MAR 650-8534100 CA        03/16",-156.67,
DEBIT,03/18/2015,"DIGITAL MARKETING WWW.EZS3.COM               03/17",-20.00,
DEBIT,03/18/2015,"IN *PROJECT CAVU, INC 515-3443480 IA         03/17",-486.66,
DEBIT,03/17/2015,"IL DEPT OF REVEN EDI PYMNTS 15BXD000002071  CCD ID: 5555566257",-844.00,
DEBIT,03/17/2015,"STEPHANIE OLSEN  IAT PAYPAL J222224DDJ92N   WEB ID: 770510487C",-660.00,
DEBIT,03/17/2015,"MINCE TUTING     IAT PAYPAL J222224DDJ27L   WEB ID: 770510487C",-450.00,
DEBIT,03/16/2015,"FIX YOUR FUNNEL 760-5667672 UT               03/13",-59.00,
DEBIT,03/16/2015,"DOVES LUNCHEONETTE Chicago IL                03/13",-42.19,
